,match_id,Pt,Set1,Set2,Gm1,Gm2,Pts,SrvDueceSide,Gm#,TbSet,TB?,TBpt,Svr,Ret,Serving,1st,2nd,Notes,1stNoLet,2ndNoLet,1stSV,2ndSV,1stNoSV,2ndNoSV,1stIn,2ndIn,isRally1st,isRally2nd,Sv1,Sv2,Rally,isAce,isUnret,isRallyWinner,isForced,isUnforced,isDouble,rallyNoSpec,rallyNoError,rallyNoDirection,rallyLen,PtWinner,isSvrWinner,PtsAfter,GmW,Gm1.1,Gm2.1,SetW,Set1.1,Set2.1,RevTB,TBrev,rallyCount
362,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,31,0,0,5,0,0-0,TRUE,6,1,0,,2,1,AR,4#,,,4#,,0,,4#,,1,,0,0,4#,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,0,2,1,15-0,0,5,0,0,0,0,,,1
364,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,33,0,0,5,0,30-0,TRUE,6,1,0,,2,1,AR,4#,,,4#,,0,,4#,,1,,0,0,4#,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,0,2,1,40-0,0,5,0,0,0,0,,,1
371,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,40,0,0,5,2,0-0,TRUE,8,1,0,,2,1,AR,4+ f v3n@,,,4+fv3n@,,1,,4fv3n@,,1,,1,0,4,,fv3n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fv3n,fv3,fv,2,1,0,0-15,0,5,2,0,0,0,,,2
375,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,44,0,0,5,2,30-30,TRUE,8,1,0,,2,1,AR,4 r29 f+3 b3 z1 l2d#,,,4r29f+3b3z1l2d#,,0,,4r29f3b3z1l2d#,,1,,1,0,4,,r29f3b3z1l2d#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,r29f3b3z1l2d,r29f3b3z1l2,rfbzl,5,2,1,40-30,0,5,2,0,0,0,,,5
383,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,52,1,0,0,1,0-0,TRUE,10,1,0,,2,1,AR,4 f28 f+1 l#,,,4f28f+1l#,,0,,4f28f1l#,,1,,1,0,4,,f28f1l#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f28f1l,f28f1l,ffl,3,2,1,15-0,0,0,1,0,1,0,,,3
387,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,56,1,0,0,1,30-30,TRUE,10,1,0,,2,1,AR,6 b38 b+3 b3 z3 m#,,,6b38b+3b3z3m#,,0,,6b38b3b3z3m#,,1,,1,0,6,,b38b3b3z3m#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b38b3b3z3m,b38b3b3z3m,bbbzm,5,2,1,40-30,0,0,1,0,1,0,,,5
389,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,58,1,0,0,1,40-40,TRUE,10,1,0,,2,1,AR,4#,,,4#,,0,,4#,,1,,0,0,4#,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,0,2,1,AD-40,0,0,1,0,1,0,,,1
396,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,65,1,0,1,2,0-0,TRUE,12,1,0,,2,1,AR,4 f39 b3 b2 f3 b2 f3 b3n@,,,4f39b3b2f3b2f3b3n@,,0,,4f39b3b2f3b2f3b3n@,,1,,1,0,4,,f39b3b2f3b2f3b3n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f39b3b2f3b2f3b3n,f39b3b2f3b2f3b3,fbbfbfb,7,2,1,15-0,0,1,2,0,1,0,,,7
398,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,67,1,0,1,2,15-15,TRUE,12,1,0,,2,1,AR,4 f29 s3 b3 b3 b1 f1 f+3 b1*,,,4f29s3b3b3b1f1f+3b1*,,0,,4f29s3b3b3b1f1f3b1*,,1,,1,0,4,,f29s3b3b3b1f1f3b1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,f29s3b3b3b1f1f3b1,f29s3b3b3b1f1f3b1,fsbbbffb,8,2,1,30-15,0,1,2,0,1,0,,,9
400,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,69,1,0,1,2,40-15,TRUE,12,1,0,,2,1,AR,6#,,,6#,,0,,6#,,1,,0,0,6#,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,0,2,1,GM,2,1,3,0,1,0,,,1
406,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,75,1,0,2,3,0-0,TRUE,14,1,0,,2,1,AR,4 f19 f2 s3 b3 b3 f3 b1*,,,4f19f2s3b3b3f3b1*,,0,,4f19f2s3b3b3f3b1*,,1,,1,0,4,,f19f2s3b3b3f3b1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,f19f2s3b3b3f3b1,f19f2s3b3b3f3b1,ffsbbfb,7,1,0,0-15,0,2,3,0,1,0,,,8
408,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,77,1,0,2,3,15-15,TRUE,14,1,0,,2,1,AR,4 r29 f+3 b3 z1*,,,4r29f+3b3z1*,,0,,4r29f3b3z1*,,1,,1,0,4,,r29f3b3z1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,r29f3b3z1,r29f3b3z1,rfbz,4,2,1,30-15,0,2,3,0,1,0,,,5
420,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,89,1,0,3,4,0-0,TRUE,16,1,0,,2,1,AR,6#,,,6#,,0,,6#,,1,,0,0,6#,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,0,2,1,15-0,0,3,4,0,1,0,,,1
422,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,91,1,0,3,4,30-0,TRUE,16,1,0,,2,1,AR,4 f18 f+3 b3 z1 l3 o3 m1 f2 o3*,,,4f18f+3b3z1l3o3m1f2o3*,,0,,4f18f3b3z1l3o3m1f2o3*,,1,,1,0,4,,f18f3b3z1l3o3m1f2o3*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,f18f3b3z1l3o3m1f2o3,f18f3b3z1l3o3m1f2o3,ffbzlomfo,9,1,0,30-15,0,3,4,0,1,0,,,10
424,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,93,1,0,3,4,40-15,TRUE,16,1,0,,2,1,AR,4 f19 f+3 b1n#,,,4f19f+3b1n#,,0,,4f19f3b1n#,,1,,1,0,4,,f19f3b1n#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f19f3b1n,f19f3b1,ffb,3,2,1,GM,2,3,5,0,1,0,,,3
429,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,98,1,0,4,5,0-0,TRUE,18,1,0,,2,1,AR,4*,,,4*,,0,,4*,,1,,0,0,4*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,2,1,15-0,0,4,5,0,1,0,,,1
438,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,107,1,1,1,0,0-0,TRUE,20,1,0,,2,1,AR,6#,,,6#,,0,,6#,,1,,0,0,6#,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,0,2,1,15-0,0,1,0,0,1,1,,,1
442,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,111,1,1,1,0,30-30,TRUE,20,1,0,,2,1,AR,4#,,,4#,,0,,4#,,1,,0,0,4#,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,0,2,1,40-30,0,1,0,0,1,1,,,1
444,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,113,1,1,1,0,40-40,TRUE,20,1,0,,2,1,AR,6*,,,6*,,0,,6*,,1,,0,0,6*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,2,1,AD-40,0,1,0,0,1,1,,,1
450,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,119,1,1,2,1,0-0,TRUE,22,1,0,,2,1,AR,6 s27 f+3 b3 z1*,,,6s27f+3b3z1*,,0,,6s27f3b3z1*,,1,,1,0,6,,s27f3b3z1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,s27f3b3z1,s27f3b3z1,sfbz,4,2,1,15-0,0,2,1,0,1,1,,,5
454,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,123,1,1,2,1,30-30,TRUE,22,1,0,,2,1,AR,4 f38 b3 b1 f1 f1 f3 s3 s+3 b1n@,,,4f38b3b1f1f1f3s3s+3b1n@,,0,,4f38b3b1f1f1f3s3s3b1n@,,1,,1,0,4,,f38b3b1f1f1f3s3s3b1n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f38b3b1f1f1f3s3s3b1n,f38b3b1f1f1f3s3s3b1,fbbfffssb,9,2,1,40-30,0,2,1,0,1,1,,,9
466,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,135,1,1,3,2,0-0,TRUE,24,1,0,,2,1,AR,4 f28 f3 b2 f1 f1 f3 s3 b3n@,,,4f28f3b2f1f1f3s3b3n@,,0,,4f28f3b2f1f1f3s3b3n@,,1,,1,0,4,,f28f3b2f1f1f3s3b3n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f28f3b2f1f1f3s3b3n,f28f3b2f1f1f3s3b3,ffbfffsb,8,1,0,0-15,0,3,2,0,1,1,,,8
470,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,139,1,1,3,2,30-30,TRUE,24,1,0,,2,1,AR,6 s;27 f#,,,6s;27f#,,0,,6s;27f#,,1,,1,0,6,,s;27f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,s27f,s27f,sf,2,1,0,30-40,0,3,2,0,1,1,,,2
474,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,143,1,1,3,2,40-40,TRUE,24,1,0,,2,1,AR,4 f39 b3 b1 f1 f1 r#,,,4f39b3b1f1f1r#,,0,,4f39b3b1f1f1r#,,1,,1,0,4,,f39b3b1f1f1r#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f39b3b1f1f1r,f39b3b1f1f1r,fbbffr,6,1,0,40-AD,0,3,2,0,1,1,,,6
478,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,147,1,1,3,2,40-40,TRUE,24,1,0,,2,1,AR,4 f29 b3 b+1*,,,4f29b3b+1*,,0,,4f29b3b1*,,1,,1,0,4,,f29b3b1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,f29b3b1,f29b3b1,fbb,3,1,0,40-AD,0,3,2,0,1,1,,,4
480,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,149,1,1,3,2,40-40,TRUE,24,1,0,,2,1,AR,6 s#,,,6s#,,0,,6s#,,1,,1,0,6,,s#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,s,s,s,1,2,1,AD-40,0,3,2,0,1,1,,,1
484,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,153,1,1,3,2,40-40,TRUE,24,1,0,,2,1,AR,4 f27 f+3 m3w#,,,4f27f+3m3w#,,0,,4f27f3m3w#,,1,,1,0,4,,f27f3m3w#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f27f3m3w,f27f3m3,ffm,3,2,1,AD-40,0,3,2,0,1,1,,,3
492,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,161,1,1,4,3,0-0,TRUE,26,1,0,,2,1,AR,4 f38 f1 r#,,,4f38f1r#,,0,,4f38f1r#,,1,,1,0,4,,f38f1r#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f38f1r,f38f1r,ffr,3,2,1,15-0,0,4,3,0,1,1,,,3
494,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,163,1,1,4,3,15-15,TRUE,26,1,0,,2,1,AR,4 f28 f+3 b3w#,,,4f28f+3b3w#,,0,,4f28f3b3w#,,1,,1,0,4,,f28f3b3w#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f28f3b3w,f28f3b3,ffb,3,2,1,30-15,0,4,3,0,1,1,,,3
496,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,165,1,1,4,3,40-15,TRUE,26,1,0,,2,1,AR,4 f29 f3 b3 f1 f#,,,4f29f3b3f1f#,,0,,4f29f3b3f1f#,,1,,1,0,4,,f29f3b3f1f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f29f3b3f1f,f29f3b3f1f,ffbff,5,2,1,GM,2,4,4,0,1,1,,,5
502,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,171,1,1,5,4,0-0,TRUE,28,1,0,,2,1,AR,4 f#,,,4f#,,0,,4f#,,1,,1,0,4,,f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f,f,f,1,2,1,15-0,0,5,4,0,1,1,,,1
504,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,173,1,1,5,4,15-15,TRUE,28,1,0,,2,1,AR,6*,,,6*,,0,,6*,,1,,0,0,6*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,2,1,30-15,0,5,4,0,1,1,,,1
512,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,181,1,1,6,5,0-0,TRUE,30,1,0,,2,1,AR,4 r29 f3 b3 f1n@,,,4r29f3b3f1n@,,0,,4r29f3b3f1n@,,1,,1,0,4,,r29f3b3f1n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,r29f3b3f1n,r29f3b3f1,rfbf,4,1,0,0-15,0,6,5,0,1,1,,,4
516,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,185,1,1,6,5,15-40,TRUE,30,1,0,,2,1,AR,6 s39 f+3 s3 z1n@,,,6s39f+3s3z1n@,,0,,6s39f3s3z1n@,,1,,1,0,6,,s39f3s3z1n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,s39f3s3z1n,s39f3s3z1,sfsz,4,1,0,GM,1,7,5,1,2,1,,,4
522,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,191,2,1,1,0,0-0,TRUE,32,1,0,,2,1,AR,4 f39 s2 f1 f2 s2 b1n@,,,4f39s2f1f2s2b1n@,,0,,4f39s2f1f2s2b1n@,,1,,1,0,4,,f39s2f1f2s2b1n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f39s2f1f2s2b1n,f39s2f1f2s2b1,fsffsb,6,1,0,0-15,0,1,0,0,2,1,,,6
533,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,202,2,1,3,0,0-0,TRUE,34,1,0,,2,1,AR,4 f38 b3 s1 f1 f3 s3 b2 f1 f3 b+1 f1*,,,4f38b3s1f1f3s3b2f1f3b+1f1*,,0,,4f38b3s1f1f3s3b2f1f3b1f1*,,1,,1,0,4,,f38b3s1f1f3s3b2f1f3b1f1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,f38b3s1f1f3s3b2f1f3b1f1,f38b3s1f1f3s3b2f1f3b1f1,fbsffsbffbf,11,1,0,0-15,0,3,0,0,2,1,,,12
535,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,204,2,1,3,0,15-15,TRUE,34,1,0,,2,1,AR,6 s19 f1 f3 b3n#,,,6s19f1f3b3n#,,0,,6s19f1f3b3n#,,1,,1,0,6,,s19f1f3b3n#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,s19f1f3b3n,s19f1f3b3,sffb,4,1,0,15-30,0,3,0,0,2,1,,,4
537,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,206,2,1,3,0,15-40,TRUE,34,1,0,,2,1,AR,4 f#,,,4f#,,0,,4f#,,1,,1,0,4,,f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f,f,f,1,2,1,30-40,0,3,0,0,2,1,,,1
544,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,213,2,1,5,0,0-0,TRUE,36,1,0,,2,1,AR,c4 f39 b3 s#,,,4f39b3s#,,0,,4f39b3s#,,1,,1,0,4,,f39b3s#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f39b3s,f39b3s,fbs,3,2,1,15-0,0,5,0,0,2,1,,,3
546,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,215,2,1,5,0,30-0,TRUE,36,1,0,,2,1,AR,4 f18 f+2 b1 v1n@,,,4f18f+2b1v1n@,,0,,4f18f2b1v1n@,,1,,1,0,4,,f18f2b1v1n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f18f2b1v1n,f18f2b1v1,ffbv,4,1,0,30-15,0,5,0,0,2,1,,,4
548,20060826-M-US_Open-F-Roger_Federer-Andy_Roddick,217,2,1,5,0,30-30,TRUE,36,1,0,,2,1,AR,4 f28 f+2 b3 z3 b3*,,,4f28f+2b3z3b3*,,0,,4f28f2b3z3b3*,,1,,1,0,4,,f28f2b3z3b3*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,f28f2b3z3b3,f28f2b3z3b3,ffbzb,5,1,0,30-40,0,5,0,0,2,1,,,6
569,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,13,0,0,1,1,0-0,TRUE,3,1,0,,1,2,AR,4+ f17 v1*,,,4+f17v1*,,1,,4f17v1*,,1,,1,0,4,,f17v1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,f17v1,f17v1,fv,2,1,1,15-0,0,1,1,0,0,0,,,3
571,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,15,0,0,1,1,15-15,TRUE,3,1,0,,1,2,AR,4+ f27 h3d#,,,4+f27h3d#,,1,,4f27h3d#,,1,,1,0,4,,f27h3d#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f27h3d,f27h3,fh,2,2,0,15-30,0,1,1,0,0,0,,,2
573,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,17,0,0,1,1,30-30,TRUE,3,1,0,,1,2,AR,6*,,,6*,,0,,6*,,1,,0,0,6*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,40-30,0,1,1,0,0,0,,,1
580,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,24,0,0,2,2,0-0,TRUE,5,1,0,,1,2,AR,5 s28 f#,,,5s28f#,,0,,5s28f#,,1,,1,0,5,,s28f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,s28f,s28f,sf,2,2,0,0-15,0,2,2,0,0,0,,,2
586,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,30,0,0,2,2,40-40,TRUE,5,1,0,,1,2,AR,4 r28 f+3 s3 z1n@,,,4r28f+3s3z1n@,,0,,4r28f+3s3z1n@,,1,,1,0,4,,r28f+3s3z1n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,r28f3s3z1n,r28f3s3z1,rfsz,4,2,0,40-AD,0,2,2,0,0,0,,,4
594,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,38,0,0,2,4,0-0,TRUE,7,1,0,,1,2,AR,6 s3x#,,,6s3x#,,0,,6s3x#,,1,,1,0,6,,s3x#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,s3x,s3,s,1,1,1,15-0,0,2,4,0,0,0,,,1
596,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,40,0,0,2,4,30-0,TRUE,7,1,0,,1,2,AR,6*,,,6*,,0,,6*,,1,,0,0,6*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,40-0,0,2,4,0,0,0,,,1
613,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,57,0,1,0,1,15-15,TRUE,11,1,0,,1,2,AR,4*,,,4*,,0,,4*,,1,,0,0,4*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,30-15,0,0,1,0,0,1,,,1
615,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,59,0,1,0,1,30-30,TRUE,11,1,0,,1,2,AR,4*,,,4*,,0,,4*,,1,,0,0,4*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,40-30,0,0,1,0,0,1,,,1
621,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,65,0,1,1,2,0-0,TRUE,13,1,0,,1,2,AR,5 b17 f+1 f2 i2*,,,5b17f+1f2i2*,,0,,5b17f+1f2i2*,,1,,1,0,5,,b17f+1f2i2*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,b17f1f2i2,b17f1f2i2,bffi,4,1,1,15-0,0,1,2,0,0,1,,,5
625,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,69,0,1,1,2,40-15,TRUE,13,1,0,,1,2,AR,5 b28 f+3 b2n@,,,5b28f+3b2n@,,0,,5b28f+3b2n@,,1,,1,0,5,,b28f+3b2n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,b28f3b2n,b28f3b2,bfb,3,1,1,GM,1,2,2,0,0,1,,,3
633,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,77,0,1,3,2,30-0,TRUE,15,1,0,,1,2,AR,5 s28 f1 f3*,,,5s28f1f3*,,0,,5s28f1f3*,,1,,1,0,5,,s28f1f3*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,s28f1f3,s28f1f3,sff,3,2,0,30-15,0,3,2,0,0,1,,,4
635,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,79,0,1,3,2,30-30,TRUE,15,1,0,,1,2,AR,4 f38*,,,4f38*,,0,,4f38*,,1,,1,0,4,,f38*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,f38,f38,f,1,2,0,30-40,0,3,2,0,0,1,,,2
641,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,85,0,1,3,4,0-0,TRUE,17,1,0,,1,2,AR,6*,,,6*,,0,,6*,,1,,0,0,6*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,15-0,0,3,4,0,0,1,,,1
645,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,89,0,1,3,4,40-15,TRUE,17,1,0,,1,2,AR,5*,,,5*,,0,,5*,,1,,0,0,5*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,GM,1,4,4,0,0,1,,,1
652,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,96,0,1,4,5,0-0,TRUE,19,1,0,,1,2,AR,6*,,,6*,,0,,6*,,1,,0,0,6*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,15-0,0,4,5,0,0,1,,,1
660,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,104,0,1,5,6,0-0,TRUE,21,1,0,,1,2,AR,4 f17 f+3n@,,,4f17f+3n@,,0,,4f17f+3n@,,1,,1,0,4,,f17f+3n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f17f3n,f17f3,ff,2,2,0,0-15,0,5,6,0,0,1,,,2
662,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,106,0,1,5,6,0-30,TRUE,21,1,0,,1,2,AR,5 s#,,,5s#,,0,,5s#,,1,,1,0,5,,s#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,s,s,s,1,1,1,15-30,0,5,6,0,0,1,,,1
664,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,108,0,1,5,6,15-40,TRUE,21,1,0,,1,2,AR,6*,,,6*,,0,,6*,,1,,0,0,6*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,30-40,0,5,6,0,0,1,,,1
668,20041003-M-Bangkok-F-Andy_Roddick-Roger_Federer,3,0,0,0,0,15-15,TRUE,1,1,0,,1,2,AR,4 f39 b2d#,,,4f39b2d#,,0,,4f39b2d#,,1,,1,0,4,,f39b2d#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f39b2d,f39b2,fb,2,2,0,15-30,0,0,0,0,0,0,,,2
670,20041003-M-Bangkok-F-Andy_Roddick-Roger_Federer,5,0,0,0,0,30-30,TRUE,1,1,0,,1,2,AR,6*,,,6*,,0,,6*,,1,,0,0,6*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,40-30,0,0,0,0,0,0,,,1
678,20041003-M-Bangkok-F-Andy_Roddick-Roger_Federer,13,0,0,0,0,40-40,TRUE,1,1,0,,1,2,AR,4 f#,,,4f#,,0,,4f#,,1,,1,0,4,,f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f,f,f,1,1,1,AD-40,0,0,0,0,0,0,,,1
684,20041003-M-Bangkok-F-Andy_Roddick-Roger_Federer,19,0,0,1,1,0-0,TRUE,3,1,0,,1,2,AR,4 r17 f+3d@,,,4r17f+3d@,,0,,4r17f+3d@,,1,,1,0,4,,r17f+3d@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,r17f3d,r17f3,rf,2,2,0,0-15,0,1,1,0,0,0,,,2
686,20041003-M-Bangkok-F-Andy_Roddick-Roger_Federer,21,0,0,1,1,15-15,TRUE,3,1,0,,1,2,AR,4 r2n#,,,4r2n#,,0,,4r2n#,,1,,1,0,4,,r2n#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,r2n,r2,r,1,1,1,30-15,0,1,1,0,0,0,,,1
688,20041003-M-Bangkok-F-Andy_Roddick-Roger_Federer,23,0,0,1,1,40-15,TRUE,3,1,0,,1,2,AR,6 b28 f3 s1 f1 f3w@,,,6b28f3s1f1f3w@,,0,,6b28f3s1f1f3w@,,1,,1,0,6,,b28f3s1f1f3w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,b28f3s1f1f3w,b28f3s1f1f3,bfsff,5,1,1,GM,1,2,1,0,0,0,,,5
694,20041003-M-Bangkok-F-Andy_Roddick-Roger_Federer,29,0,0,2,2,0-0,TRUE,5,1,0,,1,2,AR,4 f2d#,,,4f2d#,,0,,4f2d#,,1,,1,0,4,,f2d#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f2d,f2,f,1,1,1,15-0,0,2,2,0,0,0,,,1
696,20041003-M-Bangkok-F-Andy_Roddick-Roger_Federer,31,0,0,2,2,15-15,TRUE,5,1,0,,1,2,AR,6 b#,,,6b#,,0,,6b#,,1,,1,0,6,,b#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b,b,b,1,1,1,30-15,0,2,2,0,0,0,,,1
